Country,Year,Sampling Point Id,Air Quality Station EoI Code,Longitude,Latitude,Altitude,Air Quality Station Area,Air Quality Station Type
Germany,2022,SPO.DE_DEHB013_CO_dataGroup1,DEHB013,8.6951,53.1177,4.0,Rural,Industrial
Germany,2024,SPO.DE_DEHB014_CO_dataGroup1,DEHB014,8.7756,53.0994,5.0,Urban,Traffic
Germany,2015,SPO.DE_DEBY039_CO_dataGroup1,DEBY039,11.5547,48.1545,521.0,Urban,Background
Germany,2015,SPO.DE_DEHE040_CO_dataGroup1,DEHE040,8.6538,49.8695,152.0,Urban,Traffic
Germany,2019,SPO.DE_DEHE042_CO_dataGroup1,DEHE042,8.6844,50.533,171.0,Rural,Background
Germany,2024,SPO.DE_DEHB012_CO_dataGroup1,DEHB012,8.7351,53.1317,8.0,Urban,Background
Germany,2018,SPO.DE_DEHE062_CO_dataGroup1,DEHE062,8.7705,50.8072,184.0,Urban,Traffic
Germany,2022,SPO.DE_DEHE131_CO_dataGroup1,DEHE131,8.0599,50.3864,119.0,Urban,Traffic
Germany,2018,SPO.DE_DEHH070_CO_dataGroup1,DEHH070,9.943,53.5557,25.0,Urban,Traffic
Germany,2023,SPO.DE_DEHE018_CO_dataGroup1,DEHE018,8.4515,50.0103,90.0,Urban,Background
Germany,2019,SPO.DE_DEHE135_CO_dataGroup1,DEHE135,8.5763,50.0755,94.0,Suburban,Background
Germany,2020,SPO.DE_DEHE150_CO_dataGroup1,DEHE150,8.5945,50.1135,95.0,Urban,Background
Germany,2021,SPO.DE_DEHB005_CO_dataGroup1,DEHB005,8.5694,53.5625,3.0,Urban,Background
Germany,2021,SPO.DE_DEBY200_CO_dataGroup1,DEBY200,13.4694,48.5766,302.0,Urban,Traffic
Germany,2014,SPO.DE_DEHE037_CO_dataGroup1,DEHE037,8.2303,50.0772,135.0,Urban,Traffic
Germany,2014,SPO.DE_DEHE041_CO_dataGroup1,DEHE041,8.6919,50.1246,116.0,Urban,Traffic
Germany,2020,SPO.DE_DEHE049_CO_dataGroup1,DEHE049,9.4911,51.3121,172.0,Urban,Traffic
Germany,2013,SPO.DE_DEMV022_CO_dataGroup1,DEMV022,12.0996,54.0926,9.0,Urban,Traffic
Germany,2016,SPO.DE_DEHE061_CO_dataGroup1,DEHE061,8.6686,50.5841,159.0,Urban,Traffic
Germany,2020,SPO.DE_DEMV023_CO_dataGroup1,DEMV023,11.3983,53.6318,58.0,Urban,Traffic
Germany,2015,SPO.DE_DEHE059_CO_dataGroup1,DEHE059,9.6849,50.55,269.0,Urban,Traffic
Germany,2017,SPO.DE_DEHE116_CO_dataGroup1,DEHE116,8.7849,50.1015,105.0,Urban,Traffic
Germany,2016,SPO.DE_DEHE063_CO_dataGroup1,DEHE063,8.642,49.6432,107.0,Urban,Traffic
Germany,2021,SPO.DE_DEHE160_CO_dataGroup1,DEHE160,8.5659,49.965,99.0,Urban,Background
Germany,2022,SPO.DE_DENI070_CO_dataGroup1,DENI070,10.4559,52.1537,93.0,Rural,Industrial
Germany,2014,SPO.DE_DENI048_CO_dataGroup1,DENI048,9.7155,52.3595,66.0,Urban,Traffic
Germany,2023,SPO.DE_DEHH068_CO_dataGroup1,DEHH068,10.0539,53.5923,12.0,Urban,Traffic
Germany,2016,SPO.DE_DENI075_CO_dataGroup1,DENI075,10.5406,52.2667,81.0,Urban,Traffic
Germany,2014,SPO.DE_DENI071_CO_dataGroup1,DENI071,10.4228,51.6137,273.0,Suburban,Traffic
Germany,2020,SPO.DE_DEMV025_CO_dataGroup1,DEMV025,13.081,54.3192,8.0,Urban,Traffic
Germany,2023,SPO.DE_DEMV059_CO_dataGroup1,DEMV059,11.3979,53.6305,56.0,Urban,Traffic
Germany,2022,SPO.DE_DEMV058_CO_dataGroup1,DEMV058,13.2679,53.5588,16.0,Urban,Traffic
Germany,2021,SPO.DE_DEHE159_CO_dataGroup1,DEHE159,8.6349,50.173,140.0,Urban,Background
Germany,2017,SPO.DE_DEHH033_CO_dataGroup1,DEHH033,9.998,53.6383,13.0,Urban,Background
Germany,2016,SPO.DE_DENI067_CO_dataGroup1,DENI067,8.0415,52.2703,69.0,Urban,Traffic
Germany,2022,SPO.DE_DENI068_CO_dataGroup1,DENI068,9.9283,51.5302,150.0,Urban,Traffic
Germany,2023,SPO.DE_DENI143_CO_dataGroup1,DENI143,8.2121,53.1428,8.0,Urban,Traffic
Germany,2022,SPO.DE_DENI066_CO_dataGroup1,DENI066,9.9502,52.1508,86.0,Urban,Traffic
Germany,2021,SPO.DE_DENI157_CO_dataGroup1,DENI157,10.7937,52.4279,61.0,Urban,Traffic
Germany,2020,SPO.DE_DERP007_CO_dataGroup1,DERP007,8.2168,50.0176,115.0,Urban,Background
Germany,2019,SPO.DE_DERP019_CO_dataGroup1,DERP019,7.7673,49.446,232.0,Urban,Background
Germany,2022,SPO.DE_DERP010_CO_dataGroup1,DERP010,8.2611,50.001,85.0,Urban,Traffic
Germany,2022,SPO.DE_DERP021_CO_dataGroup1,DERP021,7.4814,50.4247,65.0,Urban,Background
Germany,2023,SPO.DE_DERP041_CO_dataGroup1,DERP041,8.4439,49.4785,94.0,Urban,Traffic
Germany,2018,SPO.DE_DERP003_CO_dataGroup1,DERP003,8.4259,49.4555,98.0,Urban,Industrial
Germany,2022,SPO.DE_DERP001_CO_dataGroup1,DERP001,8.4023,49.515,91.0,Urban,Background
Germany,2020,SPO.DE_DESL003_CO_dataGroup1,DESL003,6.7335,49.3579,185.0,Urban,Industrial
Germany,2016,SPO.DE_DESL017_CO_dataGroup1,DESL017,6.8677,49.2543,189.0,Urban,Background
Germany,2016,SPO.DE_DERP011_CO_dataGroup1,DERP011,8.2658,50.0099,85.0,Urban,Traffic
Germany,2017,SPO.DE_DERP009_CO_dataGroup1,DERP009,8.274,49.995,100.0,Urban,Background
Germany,2013,SPO.DE_DERP002_CO_dataGroup1,DERP002,8.4386,49.4823,93.0,Urban,Background
Germany,2014,SPO.DE_DERP012_CO_dataGroup1,DERP012,8.2689,49.9991,91.0,Urban,Traffic
Germany,2015,SPO.DE_DERP020_CO_dataGroup1,DERP020,6.6467,49.7542,140.0,Urban,Traffic
Germany,2015,SPO.DE_DERP024_CO_dataGroup1,DERP024,7.5966,50.3544,68.0,Urban,Traffic
Germany,2024,SPO.DE_DERP025_CO_dataGroup1,DERP025,8.2535,49.0523,115.0,Urban,Background
Germany,2023,SPO.DE_DERP023_CO_dataGroup1,DERP023,8.3648,49.6288,90.0,Urban,Traffic
Germany,2017,SPO.DE_DERP022_CO_dataGroup1,DERP022,7.8662,49.8412,108.0,Urban,Background
Germany,2018,SPO.DE_DEST011_CO_dataGroup1,DEST011,10.7901,51.8394,235.0,Urban,Background
Germany,2013,SPO.DE_DEST075_CO_dataGroup1,DEST075,11.9834,51.4752,113.0,Urban,Traffic
Germany,2013,SPO.DE_DESL012_CO_dataGroup1,DESL012,6.9876,49.2335,192.0,Urban,Background
Germany,2020,SPO.DE_DESL020_CO_dataGroup1,DESL020,7.0032,49.2307,192.0,Urban,Traffic
Germany,2013,SPO.DE_DEST105_CO_dataGroup1,DEST105,11.8503,52.6021,35.0,Urban,Background
Germany,2024,SPO.DE_DEST133_CO_dataGroup1,DEST133,11.9839,51.4758,111.0,Urban,Traffic
Germany,2022,SPO.DE_DEST092_CO_dataGroup1,DEST092,12.5983,51.8675,73.0,Urban,Traffic
Germany,2013,SPO.DE_DEST108_CO_dataGroup1,DEST108,11.961,51.1972,116.0,Urban,Traffic
Germany,2017,SPO.DE_DEST015_CO_dataGroup1,DEST015,12.3029,51.6512,75.0,Suburban,Industrial
Germany,2013,SPO.DE_DETH020_CO_dataGroup1,DETH020,11.0379,50.9795,195.0,Urban,Background
Germany,2021,SPO.DE_DEST103_CO_dataGroup1,DEST103,11.6327,52.1208,53.0,Urban,Traffic
Greece,2019,SPO-GR0018A_00010_100,GR0018A,22.9451,40.6337,27.0,Urban,Traffic
Greece,2018,SPO-GR0048A_00010_100,GR0048A,21.7345,38.2465,19.0,Urban,Traffic
Greece,2014,SPO-GR0019A_00010_100,GR0019A,22.9586,40.5787,60.0,Urban,Background
Greece,2023,SPO-GR0022A_00010_101,GR0022A,23.7874,38.0308,170.0,Urban,Background
Germany,2014,SPO.DE_DETH094_CO_dataGroup1,DETH094,10.4658,51.2085,205.0,Urban,Traffic
Greece,2016,SPO-GR0030A_00010_120,GR0030A,23.6452,37.9447,20.0,Urban,Traffic
Greece,2016,SPO-GR0031A_00010_100,GR0031A,23.713,37.932,50.0,Urban,Background
Greece,2024,SPO-GR0046A_00010_124,GR0046A,22.8022,40.6578,14.0,Suburban,Industrial
Greece,2015,SPO-GR0008A_00010_100,GR0008A,21.7382,38.2531,16.0,Urban,Traffic
Hungary,2016,SPO-HU0022A_00010_100,HU0022A,19.1842,47.4308,153.0,Suburban,Background
Hungary,2013,SPO-HU0023A_00010_100,HU0023A,21.6244,47.5133,111.0,Urban,Background
Hungary,2016,SPO-HU0026A_00010_100,HU0026A,20.6164,48.2472,155.0,Urban,Background
Germany,2023,SPO.DE_DEUB004_CO_dataGroup1,DEUB004,7.904,47.9129,1205.0,Rural,Background
Hungary,2022,SPO-HU0034A_00010_100,HU0034A,17.9011,47.0911,274.0,Suburban,Background
Hungary,2022,SPO-HU0028A_00010_100,HU0028A,21.7058,47.9611,115.0,Urban,Traffic
Germany,2014,SPO.DE_DEST076_CO_dataGroup1,DEST076,11.6234,52.132,,Urban,Traffic
Greece,2016,SPO-GR0032A_00010_130,GR0032A,23.7331,37.9996,105.0,Urban,Traffic
Hungary,2013,SPO-HU0036A_00010_100,HU0036A,18.96,47.5619,265.0,Suburban,Background
Hungary,2022,SPO-HU0030A_00010_100,HU0030A,18.2253,46.0711,120.0,Urban,Traffic
Hungary,2023,SPO-HU0041A_00010_100,HU0041A,19.0281,47.5081,123.0,Urban,Traffic
Hungary,2017,SPO-HU0025A_00010_100,HU0025A,17.6497,47.6761,101.0,Urban,Background
Germany,2023,SPO.DE_DEUB044_CO_dataGroup1,DEUB044,10.9807,47.4144,2650.0,Rural,Background
Germany,2019,SPO.DE_DEUB030_CO_dataGroup1,DEUB030,13.0323,53.1423,65.0,Rural,Background
Hungary,2016,SPO-HU0057A_00010_100,HU0057A,20.1531,46.2666,79.0,Urban,Background
Hungary,2014,SPO-HU0038A_00010_100,HU0038A,20.7031,48.2181,135.0,Suburban,Background
Hungary,2019,SPO-HU0042A_00010_100,HU0042A,19.1461,47.5419,122.0,Urban,Background
Greece,2023,SPO-GR0463A_00010_103,GR0463A,22.9378,40.6692,42.0,Urban,Traffic
Greece,2013,SPO-GR0028A_00010_101,GR0028A,23.6884,38.0208,80.0,Urban,Background
Ireland,2021,SPO.IE.IE002CMSample1_10,IE002CM,-6.3926,54.0031,1.0,Suburban,Background
Hungary,2021,SPO-HU0024A_00010_100,HU0024A,17.6394,47.6853,101.0,Urban,Traffic
Hungary,2020,SPO-HU0045A_00010_100,HU0045A,19.0878,47.4919,90.0,Urban,Traffic
Greece,2022,SPO-GR0029A_00010_101,GR0029A,23.7052,37.9841,40.0,Suburban,Industrial
Greece,2014,SPO-GR0002A_00010_100,GR0002A,23.7268,37.9782,100.0,Urban,Traffic
Hungary,2023,SPO-HU0031A_00010_100,HU0031A,18.4208,47.5572,199.0,Urban,Traffic
Ireland,2018,SPO.IE.IE0098ASample1_10,IE0098A,-6.2889,53.3417,9.0,Urban,Traffic
Hungary,2014,SPO-HU0027A_00010_100,HU0027A,20.79,48.1069,125.0,Urban,Traffic
Ireland,2016,SPO.IE.IE001CMSample1_10,IE001CM,-7.2887,53.0361,107.0,Suburban,Background
Greece,2019,SPO-GR0410A_00010_101,GR0410A,20.8466,39.6712,481.0,Urban,Background
Hungary,2023,SPO-HU0033A_00010_100,HU0033A,18.9361,46.9761,215.0,Urban,Industrial
Ireland,2016,SPO.IE.IE001BPSample2_10,IE001BP,-8.475,51.9111,12.0,Suburban,Traffic
Hungary,2013,SPO-HU0039A_00010_100,HU0039A,18.7461,47.79,122.0,Urban,Background
Italy,2013,SPO.IT0706A_10_NDIR_1994-12-01_00:00:00,IT0706A,9.3275,45.4828,123.0,Urban,Background
Ireland,2013,SPO.IE.IE0105ASample1_10,IE0105A,-6.2667,53.3472,20.0,Urban,Traffic
Italy,2018,SPO.IT0477A_10_NDIR_1988-07-01_00:00:00,IT0477A,9.1914,45.4956,122.0,Urban,Traffic
Italy,2021,SPO.IT1016A_10_NDIR_1995-06-01_00:00:00,IT1016A,9.1981,45.4697,122.0,Urban,Traffic
Hungary,2018,SPO-HU0035A_00010_100,HU0035A,16.575,47.6919,241.0,Urban,Background
Hungary,2018,SPO-HU0037A_00010_100,HU0037A,17.5567,47.1053,248.0,Suburban,Background
Italy,2013,SPO.IT0480A_10_NDIR_1989-10-01_00:00:00,IT0480A,9.2364,45.5339,137.0,Urban,Traffic
Italy,2018,SPO.IT0592A_10_NDIR_1991-10-01_00:00:00,IT0592A,9.0447,45.5225,158.0,Urban,Background
Greece,2013,SPO-GR0020A_00010_100,GR0020A,22.8932,40.6735,30.0,Urban,Industrial
Italy,2020,SPO.IT1334A_10_NDIR_1998-10-21_00:00:00,IT1334A,11.34,46.4955,260.0,Urban,Traffic
Hungary,2014,SPO-HU0032A_00010_100,HU0032A,18.92,47.3067,99.0,Suburban,Background
Iceland,2025,SPO-IS0005A_00010_102,IS0005A,-21.8746,64.1301,31.0,Urban,Traffic
Italy,2019,SPO.IT0997A_10_NDIR_1994-06-01_00:00:00,IT0997A,9.6617,45.6957,249.0,Urban,Traffic
Germany,2014,SPO.DE_DEBW098_CO_dataGroup1,DEBW098,8.472,49.4926,101.0,Urban,Traffic
Germany,2015,SPO.DE_DEBW022_CO_dataGroup1,DEBW022,7.8023,48.5782,136.0,Suburban,Industrial
Italy,2020,SPO.IT0740A_10_NDIR_2000-07-01_00:00:00,IT0740A,10.2008,45.655,274.0,Urban,Background
Italy,2020,SPO.IT1104A_10_NDIR_1997-02-11_00:00:00,IT1104A,9.1469,45.1856,77.0,Urban,Traffic
Italy,2017,SPO.IT1735A_10_NDIR_2005-07-28_00:00:00,IT1735A,9.0094,45.0003,90.0,Urban,Background
Italy,2023,SPO.IT1251A_10_NDIR_1999-01-01_00:00:00,IT1251A,10.2319,45.5386,170.0,Urban,Traffic
Ireland,2022,SPO.IE.IE009DPSample1_10,IE009DP,-7.9085,53.0945,52.0,Suburban,Traffic
Italy,2018,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,IT0761A,9.1825,45.4492,122.0,Urban,Traffic
Italy,2015,SPO.IT1290A_10_NDIR_1994-02-01_00:00:00,IT1290A,9.2828,45.3953,97.0,Urban,Traffic
Italy,2020,SPO.IT1792A_10_NDIR_2006-04-22_00:00:00,IT1792A,9.5033,45.5281,133.0,Urban,Traffic
Italy,2019,SPO.IT1859A_10_NDIR_2007-11-17_00:00:00,IT1859A,11.1102,46.1043,197.0,Urban,Traffic
Italy,2015,SPO.IT1698A_10_NDIR_2005-01-01_00:00:00,IT1698A,8.9682,44.4049,75.0,Urban,Traffic
Italy,2021,SPO.IT1869A_10_NDIR_2004-06-11_00:00:00,IT1869A,10.7819,45.1644,19.0,Urban,Traffic
Germany,2013,SPO.DE_DEBW033_CO_dataGroup1,DEBW033,8.6655,48.889,278.0,Urban,Background
Italy,2014,SPO.IT1943A_10_NDIR_2009-01-01_00:00:00,IT1943A,9.3236,44.3149,4.0,Urban,Traffic
Italy,2016,SPO.IT0858A_10_NDIR_2012-01-01_00:00:00,IT0858A,8.9915,44.3949,85.0,Urban,Background
Italy,2021,SPO.IT2039A_10_NDIR_2010-01-01_00:00:00,IT2039A,9.2226,44.3517,2.8,Urban,Traffic
Italy,2021,SPO.IT1153A_10_NDIR_1997-12-01_00:00:00,IT1153A,10.0167,45.1328,45.0,Urban,Traffic
Germany,2016,SPO.DE_DEBY012_CO_dataGroup1,DEBY012,12.8293,48.1772,420.0,Suburban,Background
Italy,2013,SPO.IT0839A_10_NDIR_1996-04-01_00:00:00,IT0839A,9.705,45.3672,79.0,Suburban,Background
Italy,2016,SPO.IT0867A_10_NDIR_1998-11-08_00:00:00,IT0867A,12.8578,42.4047,392.0,Urban,Traffic
Italy,2013,SPO.IT0778A_10_NDIR_1991-06-01_00:00:00,IT0778A,9.5914,45.5183,125.0,Urban,Traffic
Italy,2025,SPO.IT0854A_10_NDIR_2016-01-01_00:00:00,IT0854A,8.9274,44.4182,105.0,Urban,Background
Italy,2022,SPO.IT0888A_10_NDIR_1993-01-08_00:00:00,IT0888A,13.0041,41.7304,217.0,Suburban,Background
Germany,2013,SPO.DE_DEBY111_CO_dataGroup1,DEBY111,11.5701,49.9436,337.0,Urban,Traffic
Italy,2019,SPO.IT0846A_10_NDIR_1992-11-01_00:00:00,IT0846A,10.3131,45.5047,147.0,Suburban,Industrial
Germany,2023,SPO.DE_DEBY198_CO_dataGroup1,DEBY198,11.4346,48.7426,367.0,Urban,Traffic
Italy,2019,SPO.IT1850A_10_NDIR_2009-01-01_00:00:00,IT1850A,8.9014,44.4627,60.0,Urban,Traffic
Italy,2017,SPO.IT1746A_10_NDIR_2006-01-20_00:00:00,IT1746A,8.875,45.1144,88.0,Rural,Industrial
Italy,2019,SPO.IT0707A_10_NDIR_2005-01-01_00:00:00,IT0707A,9.6439,45.6903,249.0,Urban,Background
Italy,2014,SPO.IT1588A_10_NDIR_2003-08-07_00:00:00,IT1588A,8.8203,45.8169,388.0,Urban,Traffic
Italy,2015,SPO.IT0852A_10_NDIR_2013-01-01_00:00:00,IT0852A,8.826,44.4255,20.0,Urban,Traffic
Italy,2023,SPO.IT1887A_10_NDIR_2007-01-01_00:00:00,IT1887A,8.9119,44.4139,17.0,Urban,Traffic
Italy,2014,SPO.IT0777A_10_NDIR_1991-12-01_00:00:00,IT0777A,9.4062,45.698,292.0,Urban,Traffic
Italy,2018,SPO.IT1026A_10_NDIR_2017-01-01_00:00:00,IT1026A,8.9468,44.5695,380.0,Urban,Traffic
Italy,2025,SPO.IT2300A_10_NDIR_2023-01-03_16:00:00,IT2300A,10.2319,45.5386,151.0,Urban,Traffic
Italy,2022,SPO.IT0771A_10_NDIR_1993-10-01_00:00:00,IT0771A,9.0836,45.8044,201.0,Urban,Traffic
Italy,2018,SPO.IT0885A_10_NDIR_1993-01-01_00:00:00,IT0885A,11.8025,42.0916,26.0,Urban,Background
Italy,2020,SPO.IT0953A_10_NDIR_1997-01-01_00:00:00,IT0953A,12.5069,41.9329,50.0,Urban,Background
Italy,2021,SPO.IT0991A_10_IR-GFC_2010-05-28_00:00:00,IT0991A,13.3383,41.7273,440.0,Urban,Background
Italy,2019,SPO.IT0871A_10_NDIR_1997-10-01_00:00:00,IT0871A,13.2656,41.6879,236.0,Urban,Traffic
Italy,2018,SPO.IT0908A_10_NDIR_1993-11-01_00:00:00,IT0908A,10.3725,46.4703,1225.0,Urban,Background
Italy,2018,SPO.IT1493A_10_NDIR_2015-05-20_15:00:00,IT1493A,14.3411,40.8643,33.0,Suburban,Traffic
Italy,2018,SPO.IT2174A_10_IR-GFC_2013-12-18_00:00:00,IT2174A,12.8917,41.4511,21.0,Urban,Traffic
Italy,2022,SPO.IT2323A_10_NDIR_2022-01-01_00:00:00,IT2323A,8.949,44.5678,366.0,Urban,Traffic
Italy,2023,SPO.IT2223A_10_NDIR_2015-01-01_00:00:00,IT2223A,14.35,40.8864,20.0,Suburban,Industrial
Italy,2016,SPO.IT2227A_10_NDIR_2015-05-01_00:00:00,IT2227A,14.7855,40.9188,357.0,Urban,Traffic
Italy,2015,SPO.IT2210A_10_NDIR_2015-01-01_00:00:00,IT2210A,14.8246,40.8355,303.0,Suburban,Industrial
Italy,2025,SPO.IT1497A_10_NDIR_1993-06-02_00:00:00,IT1497A,14.2545,40.8637,145.0,Urban,Background
Italy,2024,SPO.IT1200A_10_NDIR_1998-12-29_00:00:00,IT1200A,13.3309,41.6243,162.0,Urban,Traffic
Italy,2014,SPO.IT0776A_10_NDIR_1991-11-01_00:00:00,IT0776A,9.3958,45.8494,214.0,Urban,Traffic
Italy,2022,SPO.IT1549A_10_NDIR_2016-01-01_00:00:00,IT1549A,8.8738,44.5186,120.0,Suburban,Background
Italy,2020,SPO.IT1459A_10_NDIR_1999-02-01_00:00:00,IT1459A,8.8345,45.5829,206.0,Suburban,Background
Germany,2016,SPO.DE_DEMV004_CO_dataGroup1,DEMV004,12.0647,53.8178,17.0,Rural,Background
Germany,2013,SPO.DE_DEHE094_CO_dataGroup1,DEHE094,8.8322,49.8278,161.0,Urban,Traffic
Austria,2002,SPO-AT60140_00010_100,AT60140,15.4347,47.0431,345.0,suburban,Background
Italy,2023,SPO.IT0863A_10_NDIR_2022-10-21_13:00:00,IT0863A,12.1092,42.4221,338.0,Urban,Traffic
Italy,2019,SPO.IT2171A_10_NDIR_2013-03-21_00:00:00,IT2171A,11.7954,42.0941,20.0,Urban,Traffic
Italy,2025,SPO.IT1837A_10_NDIR_2006-12-17_00:00:00,IT1837A,12.4696,41.864,17.0,Urban,Traffic
Italy,2013,SPO.IT2013A_10_IR-GFC_2010-09-05_00:00:00,IT2013A,13.349,41.6396,242.0,Urban,Background
Italy,2021,SPO.IT0906A_10_NDIR_1993-11-01_00:00:00,IT0906A,9.8706,46.1672,307.0,Urban,Traffic
Italy,2016,SPO.IT0898A_10_NDIR_1993-06-02_00:00:00,IT0898A,14.2513,40.8542,46.0,Urban,Traffic
Italy,2018,SPO.IT2213A_10_NDIR_2015-01-01_00:00:00,IT2213A,14.7024,40.711,191.0,Suburban,Background
Italy,2017,SPO.IT1504A_10_NDIR_1994-01-02_00:00:00,IT1504A,14.7697,40.6839,35.0,Urban,Traffic
Italy,2016,SPO.IT2214A_10_NDIR_2015-01-01_00:00:00,IT2214A,14.6435,40.7404,48.0,Urban,Traffic
Italy,2021,SPO.IT2221A_10_NDIR_2015-01-01_00:00:00,IT2221A,14.2057,40.8449,83.0,Urban,Industrial
Italy,2019,SPO.IT1491A_10_NDIR_1993-08-02_00:00:00,IT1491A,14.2717,40.8536,13.0,Urban,Traffic
Germany,2013,SPO.DE_DEHH026_CO_dataGroup1,DEHH026,9.9572,53.5606,20.0,Urban,Traffic
Germany,2013,SPO.DE_DEHH059_CO_dataGroup1,DEHH059,9.9906,53.5079,3.0,Urban,Background
Italy,2017,SPO.IT1583A_10_NDIR_2003-05-28_00:00:00,IT1583A,15.7952,40.6492,742.0,Urban,Traffic
Italy,2016,SPO.IT1264A_10_NDIR_2014-01-01_00:00:00,IT1264A,14.2131,42.4664,9.0,Urban,Traffic
Italy,2023,SPO.IT1192A_10_NDIR_1998-10-16_00:00:00,IT1192A,8.2901,44.3653,350.0,Suburban,Traffic
Germany,2013,SPO.DE_DEHH064_CO_dataGroup1,DEHH064,9.9446,53.5644,16.0,Urban,Traffic
Italy,2023,SPO.IT2219A_10_NDIR_2015-01-01_00:00:00,IT2219A,14.3698,40.9411,27.0,Urban,Traffic
Italy,2018,SPO.IT0983A_10_NDIR_1999-01-01_00:00:00,IT0983A,7.3242,45.7358,581.0,Urban,Background
Italy,2022,SPO.IT1740A_10_NDIR_2006-03-08_00:00:00,IT1740A,15.7227,41.0671,187.0,Rural,Industrial
Italy,2016,SPO.IT2229A_10_NDIR_2016-01-01_00:00:00,IT2229A,9.955,44.1109,25.0,Urban,Traffic
Italy,2025,SPO.IT1456A_10_NDIR_2000-01-01_00:00:00,IT1456A,9.8321,44.1108,2.0,Urban,Traffic
Italy,2018,SPO.IT1742A_10_NDIR_2006-03-06_00:00:00,IT1742A,15.9046,40.3141,604.0,Rural,Industrial
Italy,2023,SPO.IT2203A_10_NDIR_2013-03-01_00:00:00,IT2203A,15.9007,40.3349,820.0,Rural,Industrial
Italy,2013,SPO.IT0934A_10_NDIR_1994-01-02_00:00:00,IT0934A,14.7894,41.1315,159.0,Urban,Traffic
Italy,2013,SPO.IT1190A_10_NDIR_1998-09-01_00:00:00,IT1190A,9.5664,46.1317,262.0,Urban,Background
Italy,2019,SPO.IT2211A_10_NDIR_2015-01-01_00:00:00,IT2211A,14.401,40.9797,29.0,Suburban,Industrial
Italy,2022,SPO.IT2224A_10_NDIR_2015-01-01_00:00:00,IT2224A,14.2028,40.991,29.0,Suburban,Industrial
Italy,2019,SPO.IT2218A_10_NDIR_2015-01-01_00:00:00,IT2218A,14.424,40.9905,39.0,Suburban,Traffic
Italy,2018,SPO.IT2222A_10_NDIR_2015-01-01_00:00:00,IT2222A,14.0922,41.1853,59.0,Suburban,Industrial
