Country,Year,Sampling Point Id,Air Quality Station EoI Code,Longitude,Latitude,Altitude,Air Quality Station Area,Air Quality Station Type
Germany,2022,SPO.DE_DEBY199_NOx_dataGroup1,DEBY199,10.6254,49.5785,333.0,Urban,Background
Germany,2014,SPO.DE_DEBW087_NOx_dataGroup1,DEBW087,9.2076,48.3458,798.0,Rural,Background
Germany,2017,SPO.DE_DEHE005_NOx_dataGroup1,DEHE005,8.5425,50.1018,100.0,Urban,Background
Germany,2017,SPO.DE_DEHE032_NOx_dataGroup1,DEHE032,9.8003,50.97,206.0,Urban,Background
Germany,2020,SPO.DE_DEBY079_NOx_dataGroup1,DEBY079,12.8912,47.7334,469.0,Urban,Background
Germany,2023,SPO.DE_DEBY072_NOx_dataGroup1,DEBY072,12.5489,49.4385,755.0,Rural,Background
Germany,2018,SPO.DE_DEBY068_NOx_dataGroup1,DEBY068,10.2321,50.0484,231.0,Urban,Background
Germany,2023,SPO.DE_DEBY113_NOx_dataGroup1,DEBY113,10.9635,49.6059,284.0,Suburban,Background
Germany,2017,SPO.DE_DEBY007_NOx_dataGroup1,DEBY007,10.8884,48.3766,477.0,Urban,Background
Germany,2013,SPO.DE_DEBY109_NOx_dataGroup1,DEBY109,11.2202,47.9688,700.0,Rural,Background
Germany,2018,SPO.DE_DEBY006_NOx_dataGroup1,DEBY006,10.895,48.3646,492.0,Urban,Traffic
Germany,2014,SPO.DE_DEBY122_NOx_dataGroup1,DEBY122,10.4366,47.5411,1056.0,Rural,Background
Germany,2015,SPO.DE_DEBY021_NOx_dataGroup1,DEBY021,11.4288,48.7694,374.0,Urban,Traffic
Germany,2022,SPO.DE_DEBY120_NOx_dataGroup1,DEBY120,11.0361,49.4405,308.0,Urban,Traffic
Germany,2021,SPO.DE_DEBY121_NOx_dataGroup1,DEBY121,12.1883,47.6485,469.0,Rural,Traffic
Germany,2019,SPO.DE_DEBY187_NOx_dataGroup1,DEBY187,10.5977,48.9522,417.0,Suburban,Background
Germany,2017,SPO.DE_DEBY118_NOx_dataGroup1,DEBY118,13.422,48.5736,300.0,Urban,Background
Germany,2013,SPO.DE_DEHB005_NOx_dataGroup1,DEHB005,8.5694,53.5625,3.0,Urban,Background
Germany,2021,SPO.DE_DEBY200_NOx_dataGroup1,DEBY200,13.4694,48.5766,302.0,Urban,Traffic
Germany,2019,SPO.DE_DEHB002_NOx_dataGroup1,DEHB002,8.917,53.06,7.0,Urban,Background
Germany,2017,SPO.DE_DEBY004_NOx_dataGroup1,DEBY004,9.1715,49.8694,124.0,Suburban,Background
Germany,2014,SPO.DE_DEBY099_NOx_dataGroup1,DEBY099,10.9031,48.326,495.0,Suburban,Background
Germany,2015,SPO.DE_DEHB006_NOx_dataGroup1,DEHB006,8.8252,53.0787,5.0,Urban,Traffic
Germany,2016,SPO.DE_DEHB004_NOx_dataGroup1,DEHB004,8.6255,53.1809,20.0,Urban,Background
Germany,2021,SPO.DE_DEHB011_NOx_dataGroup1,DEHB011,8.5988,53.5853,5.0,Urban,Traffic
Germany,2020,SPO.DE_DEHE040_NOx_dataGroup1,DEHE040,8.6538,49.8695,152.0,Urban,Traffic
Germany,2020,SPO.DE_DEHE043_NOx_dataGroup1,DEHE043,8.5168,49.8252,90.0,Rural,Background
Germany,2022,SPO.DE_DEHB012_NOx_dataGroup1,DEHB012,8.7351,53.1317,8.0,Urban,Background
Germany,2020,SPO.DE_DEHE042_NOx_dataGroup1,DEHE042,8.6844,50.533,171.0,Rural,Background
Germany,2023,SPO.DE_DEHE050_NOx_dataGroup1,DEHE050,9.2712,51.3608,470.0,Rural,Background
Germany,2020,SPO.DE_DEHE018_NOx_dataGroup1,DEHE018,8.4515,50.0103,90.0,Urban,Background
Germany,2019,SPO.DE_DEBE069_NOx_dataGroup1,DEBE069,13.3877,52.4381,50.0,Urban,Traffic
Germany,2023,SPO.DE_DEBE127_NOx_dataGroup1,DEBE127,13.4412,52.4675,35.0,Urban,Traffic
Germany,2016,SPO.DE_DEBW031_NOx_dataGroup1,DEBW031,7.7645,47.8099,904.0,Rural,Background
Germany,2016,SPO.DE_DEHE020_NOx_dataGroup1,DEHE020,8.5006,50.5672,150.0,Urban,Background
Germany,2017,SPO.DE_DEHE013_NOx_dataGroup1,DEHE013,9.4834,51.3142,180.0,Urban,Background
Germany,2018,SPO.DE_DEBY049_NOx_dataGroup1,DEBY049,11.7778,48.8532,359.0,Rural,Background
Germany,2018,SPO.DE_DEHE116_NOx_dataGroup1,DEHE116,8.7849,50.1015,105.0,Urban,Traffic
Germany,2022,SPO.DE_DEBY089_NOx_dataGroup1,DEBY089,11.648,48.1732,513.0,Suburban,Background
Germany,2014,SPO.DE_DEHE001_NOx_dataGroup1,DEHE001,8.6646,49.8723,153.0,Urban,Background
Germany,2013,SPO.DE_DEBY056_NOx_dataGroup1,DEBY056,10.9847,49.4722,293.0,Urban,Traffic
Germany,2015,SPO.DE_DEBY110_NOx_dataGroup1,DEBY110,10.8962,48.3702,485.0,Urban,Traffic
Germany,2013,SPO.DE_DEBY043_NOx_dataGroup1,DEBY043,11.5147,48.179,508.0,Urban,Background
Germany,2022,SPO.DE_DEBY196_NOx_dataGroup1,DEBY196,11.0572,47.4771,732.0,Rural,Background
Germany,2014,SPO.DE_DEBY067_NOx_dataGroup1,DEBY067,12.1281,49.322,380.0,Suburban,Background
Germany,2019,SPO.DE_DEBY075_NOx_dataGroup1,DEBY075,12.1594,49.679,400.0,Urban,Background
Germany,2014,SPO.DE_DEHE026_NOx_dataGroup1,DEHE026,9.3994,50.1644,501.0,Rural,Background
Germany,2013,SPO.DE_DEBY123_NOx_dataGroup1,DEBY123,11.0623,47.4832,720.0,Rural,Background
Germany,2015,SPO.DE_DEBY189_NOx_dataGroup1,DEBY189,11.4644,48.1817,510.0,Suburban,Background
Germany,2014,SPO.DE_DEHE028_NOx_dataGroup1,DEHE028,8.8173,49.6535,480.0,Rural,Background
Germany,2018,SPO.DE_DEHE030_NOx_dataGroup1,DEHE030,8.7693,50.8043,180.0,Urban,Background
Germany,2016,SPO.DE_DEHE022_NOx_dataGroup1,DEHE022,8.245,50.0503,127.0,Urban,Background
Germany,2023,SPO.DE_DEHE037_NOx_dataGroup1,DEHE037,8.2303,50.0772,135.0,Urban,Traffic
Germany,2015,SPO.DE_DEHE039_NOx_dataGroup1,DEHE039,9.4594,50.7704,490.0,Rural,Background
Germany,2022,SPO.DE_DEBY198_NOx_dataGroup1,DEBY198,11.4346,48.7426,367.0,Urban,Traffic
Germany,2016,SPO.DE_DEHE041_NOx_dataGroup1,DEHE041,8.6919,50.1246,116.0,Urban,Traffic
Germany,2018,SPO.DE_DEHE024_NOx_dataGroup1,DEHE024,9.7746,51.2918,607.0,Rural,Background
Germany,2014,SPO.DE_DEMV003_NOx_dataGroup1,DEMV003,13.2664,53.5598,15.0,Urban,Traffic
Germany,2018,SPO.DE_DEHE052_NOx_dataGroup1,DEHE052,8.4461,50.2219,824.0,Rural,Background
Germany,2015,SPO.DE_DEHE051_NOx_dataGroup1,DEHE051,9.9359,50.4977,950.0,Rural,Background
Germany,2023,SPO.DE_DEHE046_NOx_dataGroup1,DEHE046,8.9282,51.4309,343.0,Rural,Background
Germany,2014,SPO.DE_DEHE044_NOx_dataGroup1,DEHE044,8.061,50.3832,131.0,Urban,Background
Germany,2017,SPO.DE_DEHH072_NOx_dataGroup1,DEHH072,9.8441,53.536,0.0,Urban,Industrial
Germany,2016,SPO.DE_DEHE058_NOx_dataGroup1,DEHE058,9.6822,50.5493,272.0,Urban,Background
Germany,2019,SPO.DE_DEHH047_NOx_dataGroup1,DEHH047,10.1106,53.6307,31.0,Suburban,Background
Germany,2023,SPO.DE_DEHE063_NOx_dataGroup1,DEHE063,8.642,49.6432,107.0,Urban,Traffic
Germany,2015,SPO.DE_DEHH049_NOx_dataGroup1,DEHH049,9.7862,53.5681,75.0,Suburban,Background
Germany,2015,SPO.DE_DEHH073_NOx_dataGroup1,DEHH073,9.8327,53.5321,5.0,Rural,Industrial
Germany,2014,SPO.DE_DEHE049_NOx_dataGroup1,DEHE049,9.4911,51.3121,172.0,Urban,Traffic
Germany,2016,SPO.DE_DEHH050_NOx_dataGroup1,DEHH050,9.8572,53.4809,3.0,Suburban,Background
Germany,2023,SPO.DE_DEHE134_NOx_dataGroup1,DEHE134,9.6802,50.5464,270.0,Urban,Background
Germany,2018,SPO.DE_DEMV022_NOx_dataGroup1,DEMV022,12.0996,54.0926,9.0,Urban,Traffic
Germany,2013,SPO.DE_DEMV004_NOx_dataGroup1,DEMV004,12.0647,53.8178,17.0,Rural,Background
Germany,2013,SPO.DE_DEHE060_NOx_dataGroup1,DEHE060,9.0318,51.1548,462.0,Rural,Background
Germany,2020,SPO.DE_DEHE150_NOx_dataGroup1,DEHE150,8.5945,50.1135,95.0,Urban,Background
Germany,2023,SPO.DE_DEHH064_NOx_dataGroup1,DEHH064,9.9446,53.5644,16.0,Urban,Traffic
Germany,2015,SPO.DE_DEHE062_NOx_dataGroup1,DEHE062,8.7705,50.8072,184.0,Urban,Traffic
Germany,2022,SPO.DE_DEMV021_NOx_dataGroup1,DEMV021,12.08,54.1713,2.0,Urban,Background
Germany,2017,SPO.DE_DEMV023_NOx_dataGroup1,DEMV023,11.3983,53.6318,58.0,Urban,Traffic
Germany,2021,SPO.DE_DEHE061_NOx_dataGroup1,DEHE061,8.6686,50.5841,159.0,Urban,Traffic
Germany,2013,SPO.DE_DEHE045_NOx_dataGroup1,DEHE045,9.002,49.6725,207.0,Urban,Background
Germany,2021,SPO.DE_DEMV059_NOx_dataGroup1,DEMV059,11.3979,53.6305,56.0,Urban,Traffic
Germany,2016,SPO.DE_DEHH008_NOx_dataGroup1,DEHH008,9.9679,53.5641,15.0,Urban,Background
Germany,2017,SPO.DE_DEHH015_NOx_dataGroup1,DEHH015,10.0212,53.5233,4.0,Urban,Industrial
Germany,2019,SPO.DE_DEHH059_NOx_dataGroup1,DEHH059,9.9906,53.5079,3.0,Urban,Background
Germany,2023,SPO.DE_DEHH016_NOx_dataGroup1,DEHH016,10.0817,53.529,5.0,Urban,Industrial
Germany,2020,SPO.DE_DEHH068_NOx_dataGroup1,DEHH068,10.0539,53.5923,12.0,Urban,Traffic
Germany,2016,SPO.DE_DEHH026_NOx_dataGroup1,DEHH026,9.9572,53.5606,20.0,Urban,Traffic
Germany,2020,SPO.DE_DEHE135_NOx_dataGroup1,DEHE135,8.5763,50.0755,94.0,Suburban,Background
Germany,2021,SPO.DE_DENI051_NOx_dataGroup1,DENI051,10.6125,51.7582,939.0,Rural,Background
Germany,2018,SPO.DE_DEHE112_NOx_dataGroup1,DEHE112,8.2289,50.0721,147.0,Urban,Traffic
Germany,2015,SPO.DE_DEMV019_NOx_dataGroup1,DEMV019,12.1755,53.7818,17.0,Urban,Background
Germany,2023,SPO.DE_DEHE059_NOx_dataGroup1,DEHE059,9.6849,50.55,269.0,Urban,Traffic
Germany,2021,SPO.DE_DEHH070_NOx_dataGroup1,DEHH070,9.943,53.5557,25.0,Urban,Traffic
Germany,2017,SPO.DE_DEMV017_NOx_dataGroup1,DEMV017,11.3733,53.3074,25.0,Rural,Background
Germany,2023,SPO.DE_DENI043_NOx_dataGroup1,DENI043,7.3175,52.4986,30.0,Suburban,Background
Germany,2023,SPO.DE_DEHE159_NOx_dataGroup1,DEHE159,8.6349,50.173,140.0,Urban,Background
Germany,2017,SPO.DE_DENI062_NOx_dataGroup1,DENI062,10.4565,53.247,47.0,Suburban,Background
Germany,2017,SPO.DE_DENI042_NOx_dataGroup1,DENI042,9.9498,51.5511,170.0,Suburban,Background
Germany,2014,SPO.DE_DENI038_NOx_dataGroup1,DENI038,8.0529,52.2553,95.0,Urban,Background
Germany,2018,SPO.DE_DEHH033_NOx_dataGroup1,DEHH033,9.998,53.6383,13.0,Urban,Background
Germany,2015,SPO.DE_DEHH021_NOx_dataGroup1,DEHH021,10.0836,53.4877,2.0,Suburban,Background
Germany,2015,SPO.DE_DEMV031_NOx_dataGroup1,DEMV031,12.0979,54.1773,2.0,Urban,Industrial
Germany,2023,SPO.DE_DEHE131_NOx_dataGroup1,DEHE131,8.0599,50.3864,119.0,Urban,Traffic
Germany,2022,SPO.DE_DEHE160_NOx_dataGroup1,DEHE160,8.5659,49.965,99.0,Urban,Background
Germany,2016,SPO.DE_DENI067_NOx_dataGroup1,DENI067,8.0415,52.2703,69.0,Urban,Traffic
Germany,2019,SPO.DE_DENI059_NOx_dataGroup1,DENI059,8.8012,53.8302,3.0,Rural,Background
Germany,2013,SPO.DE_DENI054_NOx_dataGroup1,DENI054,9.7061,52.3629,85.0,Urban,Background
Germany,2022,SPO.DE_DEHH081_NOx_dataGroup1,DEHH081,9.9816,53.5292,6.0,Urban,Background
Germany,2014,SPO.DE_DEHE094_NOx_dataGroup1,DEHE094,8.8322,49.8278,161.0,Urban,Traffic
Germany,2021,SPO.DE_DEHH079_NOx_dataGroup1,DEHH079,9.9448,53.5453,25.0,Urban,Background
Germany,2017,SPO.DE_DENI071_NOx_dataGroup1,DENI071,10.4228,51.6137,273.0,Suburban,Traffic
Germany,2015,SPO.DE_DEMV012_NOx_dataGroup1,DEMV012,14.2574,53.5205,17.0,Rural,Background
Germany,2016,SPO.DE_DEMV007_NOx_dataGroup1,DEMV007,12.1741,54.1616,5.0,Suburban,Background
Germany,2019,SPO.DE_DENI075_NOx_dataGroup1,DENI075,10.5406,52.2667,81.0,Urban,Traffic
Germany,2014,SPO.DE_DEMV024_NOx_dataGroup1,DEMV024,12.4639,53.3963,116.0,Rural,Background
Germany,2013,SPO.DE_DENI076_NOx_dataGroup1,DENI076,8.2175,53.1518,8.0,Urban,Traffic
Germany,2021,SPO.DE_DEMV025_NOx_dataGroup1,DEMV025,13.081,54.3192,8.0,Urban,Traffic
Germany,2018,SPO.DE_DENW006_NOx_dataGroup1,DENW006,7.5698,51.5922,59.0,Suburban,Background
Germany,2015,SPO.DE_DEMV020_NOx_dataGroup1,DEMV020,12.142,54.0923,1.0,Urban,Traffic
Germany,2018,SPO.DE_DENI011_NOx_dataGroup1,DENI011,10.4736,52.2269,98.0,Suburban,Background
Germany,2020,SPO.DE_DENI016_NOx_dataGroup1,DENI016,10.4813,51.9016,208.0,Suburban,Background
Germany,2014,SPO.DE_DENI028_NOx_dataGroup1,DENI028,10.2385,51.5076,185.0,Suburban,Background
Germany,2020,SPO.DE_DENI077_NOx_dataGroup1,DENI077,9.5546,51.7088,295.0,Rural,Background
Germany,2015,SPO.DE_DEMV027_NOx_dataGroup1,DEMV027,13.7793,54.0532,6.0,Urban,Traffic
Germany,2023,SPO.DE_DENI031_NOx_dataGroup1,DENI031,8.0906,53.5962,2.0,Rural,Background
Germany,2023,SPO.DE_DEMV028_NOx_dataGroup1,DEMV028,11.476,53.9023,5.0,Urban,Background
Germany,2014,SPO.DE_DENW008_NOx_dataGroup1,DENW008,7.4574,51.5369,71.0,Urban,Background
Germany,2017,SPO.DE_DEMV026_NOx_dataGroup1,DEMV026,13.3421,54.3235,17.0,Rural,Background
Germany,2015,SPO.DE_DENW022_NOx_dataGroup1,DENW022,7.1019,51.5336,30.0,Suburban,Background
Germany,2023,SPO.DE_DENW024_NOx_dataGroup1,DENW024,6.981,51.4965,40.0,Urban,Background
Germany,2013,SPO.DE_DENW010_NOx_dataGroup1,DENW010,7.6938,51.5475,76.0,Suburban,Background
Germany,2023,SPO.DE_DENI029_NOx_dataGroup1,DENI029,7.2073,53.3623,1.0,Suburban,Background
Germany,2015,SPO.DE_DENW038_NOx_dataGroup1,DENW038,6.8651,51.4535,39.0,Urban,Background
Germany,2017,SPO.DE_DENI052_NOx_dataGroup1,DENI052,9.623,52.8294,38.0,Suburban,Background
Germany,2013,SPO.DE_DENI058_NOx_dataGroup1,DENI058,7.214,53.7153,5.0,Rural,Background
Germany,2016,SPO.DE_DENI053_NOx_dataGroup1,DENI053,7.9426,52.998,17.0,Suburban,Industrial
Germany,2015,SPO.DE_DENI020_NOx_dataGroup1,DENI020,10.8164,52.4408,66.0,Suburban,Background
Germany,2015,SPO.DE_DENW030_NOx_dataGroup1,DENW030,6.6297,51.6729,26.0,Suburban,Background
Germany,2019,SPO.DE_DENI041_NOx_dataGroup1,DENI041,9.0626,52.1702,54.0,Suburban,Background
Germany,2014,SPO.DE_DENW029_NOx_dataGroup1,DENW029,7.2086,51.403,95.0,Suburban,Background
Germany,2021,SPO.DE_DENW053_NOx_dataGroup1,DENW053,6.8846,51.0193,46.0,Urban,Background
Germany,2023,SPO.DE_DENI063_NOx_dataGroup1,DENI063,9.685,53.5242,3.0,Rural,Background
Germany,2013,SPO.DE_DENI048_NOx_dataGroup1,DENI048,9.7155,52.3595,66.0,Urban,Traffic
Germany,2019,SPO.DE_DENI066_NOx_dataGroup1,DENI066,9.9502,52.1508,86.0,Urban,Traffic
Germany,2019,SPO.DE_DENW059_NOx_dataGroup1,DENW059,6.9851,50.8899,50.0,Suburban,Background
Germany,2022,SPO.DE_DENI068_NOx_dataGroup1,DENI068,9.9283,51.5302,150.0,Urban,Traffic
Germany,2023,SPO.DE_DEMV060_NOx_dataGroup1,DEMV060,13.2682,53.5461,12.0,Urban,Background
Germany,2020,SPO.DE_DENI060_NOx_dataGroup1,DENI060,11.1671,52.957,16.0,Rural,Background
Germany,2015,SPO.DE_DEHH074_NOx_dataGroup1,DEHH074,10.1028,53.5385,18.0,Urban,Background
Germany,2021,SPO.DE_DENW079_NOx_dataGroup1,DENW079,7.005,51.0289,50.0,Suburban,Background
Germany,2022,SPO.DE_DENW078_NOx_dataGroup1,DENW078,6.8199,51.3034,42.0,Suburban,Background
Germany,2020,SPO.DE_DENW094_NOx_dataGroup1,DENW094,6.0938,50.7547,200.0,Urban,Background
Germany,2018,SPO.DE_DENW096_NOx_dataGroup1,DENW096,6.4256,51.1546,83.0,Suburban,Background
Germany,2016,SPO.DE_DENW100_NOx_dataGroup1,DENW100,6.4589,51.17,55.0,Urban,Traffic
Germany,2014,SPO.DE_DENW071_NOx_dataGroup1,DENW071,6.7324,51.2492,38.0,Urban,Background
Germany,2017,SPO.DE_DENW095_NOx_dataGroup1,DENW095,7.6116,51.9365,64.0,Urban,Background
Germany,2019,SPO.DE_DEMV058_NOx_dataGroup1,DEMV058,13.2679,53.5588,16.0,Urban,Traffic
Germany,2023,SPO.DE_DENI157_NOx_dataGroup1,DENI157,10.7937,52.4279,61.0,Urban,Traffic
Germany,2014,SPO.DE_DENW112_NOx_dataGroup1,DENW112,6.7719,51.4377,36.0,Urban,Traffic
Germany,2015,SPO.DE_DENW114_NOx_dataGroup1,DENW114,7.2319,51.2776,186.0,Urban,Background
Germany,2018,SPO.DE_DENI070_NOx_dataGroup1,DENI070,10.4559,52.1537,93.0,Rural,Industrial
Germany,2020,SPO.DE_DENI143_NOx_dataGroup1,DENI143,8.2121,53.1428,8.0,Urban,Traffic
Germany,2019,SPO.DE_DENW034_NOx_dataGroup1,DENW034,6.7484,51.524,17.0,Urban,Industrial
Germany,2023,SPO.DE_DENW021_NOx_dataGroup1,DENW021,6.9769,51.526,30.0,Urban,Industrial
Germany,2015,SPO.DE_DENW002_NOx_dataGroup1,DENW002,7.3314,51.6414,56.0,Suburban,Background
Germany,2017,SPO.DE_DENW066_NOx_dataGroup1,DENW066,6.1958,51.3269,47.0,Rural,Background
Germany,2017,SPO.DE_DENW062_NOx_dataGroup1,DENW062,7.0827,50.7536,60.0,Suburban,Background
Germany,2015,SPO.DE_DENW134_NOx_dataGroup1,DENW134,7.0053,51.4779,50.0,Urban,Traffic
Germany,2014,SPO.DE_DENW065_NOx_dataGroup1,DENW065,8.1919,50.9303,641.0,Rural,Background
Germany,2019,SPO.DE_DENW081_NOx_dataGroup1,DENW081,6.8745,51.862,44.0,Rural,Background
Germany,2017,SPO.DE_DENW064_NOx_dataGroup1,DENW064,6.281,50.6532,580.0,Rural,Background
Germany,2020,SPO.DE_DENW058_NOx_dataGroup1,DENW058,6.8738,50.8762,92.0,Suburban,Industrial
Germany,2020,SPO.DE_DENW067_NOx_dataGroup1,DENW067,8.5484,52.0232,106.0,Urban,Background
Germany,2021,SPO.DE_DENW189_NOx_dataGroup1,DENW189,7.1474,51.2607,158.0,Urban,Traffic
Germany,2015,SPO.DE_DENW207_NOx_dataGroup1,DENW207,6.0958,50.7731,168.0,Urban,Traffic
Germany,2021,SPO.DE_DENW206_NOx_dataGroup1,DENW206,7.0841,51.1762,222.0,Urban,Traffic
Germany,2022,SPO.DE_DENW116_NOx_dataGroup1,DENW116,6.6702,51.3426,34.0,Suburban,Industrial
Germany,2020,SPO.DE_DENW080_NOx_dataGroup1,DENW080,7.0526,51.1838,208.0,Suburban,Background
Germany,2015,SPO.DE_DENW208_NOx_dataGroup1,DENW208,7.0846,51.5279,36.0,Urban,Traffic
Germany,2014,SPO.DE_DENW212_NOx_dataGroup1,DENW212,6.9577,50.9473,55.0,Urban,Traffic
Germany,2016,SPO.DE_DENW043_NOx_dataGroup1,DENW043,7.0305,51.4512,113.0,Urban,Traffic
Germany,2013,SPO.DE_DENW136_NOx_dataGroup1,DENW136,7.4836,51.5235,80.0,Urban,Traffic
Germany,2021,SPO.DE_DENW181_NOx_dataGroup1,DENW181,8.3608,51.443,315.0,Urban,Industrial
Germany,2023,SPO.DE_DENW260_NOx_dataGroup1,DENW260,7.6194,51.9533,66.0,Urban,Traffic
Germany,2023,SPO.DE_DENW337_NOx_dataGroup1,DENW337,6.4695,51.0976,83.0,Rural,Industrial
Germany,2014,SPO.DE_DENW068_NOx_dataGroup1,DENW068,8.148,51.5707,108.0,Rural,Background
Germany,2023,SPO.DE_DERP010_NOx_dataGroup1,DERP010,8.2611,50.001,85.0,Urban,Traffic
Germany,2016,SPO.DE_DERP001_NOx_dataGroup1,DERP001,8.4023,49.515,91.0,Urban,Background
Germany,2018,SPO.DE_DENW133_NOx_dataGroup1,DENW133,7.4636,51.3628,112.0,Urban,Traffic
Germany,2019,SPO.DE_DENW188_NOx_dataGroup1,DENW188,6.8636,51.4749,47.0,Urban,Traffic
Germany,2013,SPO.DE_DENW247_NOx_dataGroup1,DENW247,6.9656,51.4068,155.0,Suburban,Background
Germany,2021,SPO.DE_DERP003_NOx_dataGroup1,DERP003,8.4259,49.4555,98.0,Urban,Industrial
Germany,2013,SPO.DE_DEHH080_NOx_dataGroup1,DEHH080,9.9879,53.5474,5.0,Urban,Traffic
Germany,2017,SPO.DE_DENW101_NOx_dataGroup1,DENW101,7.4643,51.5196,79.0,Urban,Traffic
Germany,2020,SPO.DE_DERP016_NOx_dataGroup1,DERP016,7.9735,50.7668,480.0,Rural,Background
Germany,2018,SPO.DE_DENW082_NOx_dataGroup1,DENW082,6.7825,51.2132,45.0,Urban,Traffic
Germany,2017,SPO.DE_DENW374_NOx_dataGroup1,DENW374,7.1864,51.5609,45.0,Urban,Industrial
Germany,2014,SPO.DE_DENW330_NOx_dataGroup1,DENW330,6.7538,51.2695,40.0,Urban,Background
Germany,2015,SPO.DE_DENW338_NOx_dataGroup1,DENW338,6.7354,51.4855,24.0,Urban,Industrial
Germany,2014,SPO.DE_DENW259_NOx_dataGroup1,DENW259,6.4399,51.1694,65.0,Urban,Traffic
Germany,2017,SPO.DE_DERP007_NOx_dataGroup1,DERP007,8.2168,50.0176,115.0,Urban,Background
Germany,2013,SPO.DE_DERP017_NOx_dataGroup1,DERP017,7.8264,49.2703,600.0,Rural,Background
Germany,2017,SPO.DE_DENW182_NOx_dataGroup1,DENW182,6.5822,50.9271,78.0,Rural,Industrial
Germany,2015,SPO.DE_DENW354_NOx_dataGroup1,DENW354,6.7614,51.2005,38.0,Urban,Traffic
Germany,2015,SPO.DE_DENW355_NOx_dataGroup1,DENW355,7.0109,51.0315,49.0,Urban,Traffic
Germany,2021,SPO.DE_DERP013_NOx_dataGroup1,DERP013,7.2935,49.4231,460.0,Rural,Background
